recent_best_eplen,best_eplen,rew_mean,n_updates,tcount,epcount,eprew_recent,recent_best_ext_ret,eprew,eplen_std,best_ext_ret,eprew_std,recent_worst_eplen,eplen,total_secs
105,105,0.031694427,69,4415040.0,42048.0,2.755910773026316,5.71875,2.859375,0.0,8.6875,1.1279258827046217,105,105.0,43840.98128390312
105,105,0.029394722,70,4478880.0,42656.0,2.7795538651315788,6.1875,3.3328125,0.0,8.6875,0.9684613985434576,105,105.0,44449.204642772675
105,105,0.031327568,71,4542720.0,43264.0,2.909590871710526,6.5,2.7890625,0.0,8.6875,1.081262418642556,105,105.0,45055.83632493019
105,105,0.03003733,72,4606560.0,43872.0,2.894942434210526,6.65625,2.675,0.0,8.6875,1.2164401187481448,105,105.0,45662.14651966095
105,105,0.030842101,73,4670400.0,44480.0,2.892115542763158,6.1875,3.5296875,0.0,8.6875,0.984621744868937,105,105.0,46267.52282047272
105,105,0.033378806,74,4734240.0,45088.0,2.917557565789474,6.34375,3.1140625,0.0,8.6875,1.5670332675852003,105,105.0,46871.8555521965
105,105,0.03438569,75,4798080.0,45696.0,3.2125822368421053,6.8125,2.821875,0.0,8.6875,0.9932437782966475,105,105.0,47478.68489265442
105,105,0.032073274,76,4861920.0,46304.0,3.1064453125,7.75,2.7953125,0.0,8.6875,1.3131127661852773,105,105.0,48086.70218062401
105,105,0.033553887,77,4925760.0,46912.0,3.256784539473684,6.8125,2.70625,0.0,8.6875,0.9705326340468929,105,105.0,48689.30421471596
105,105,0.035188977,78,4989600.0,47520.0,3.306126644736842,6.8125,3.25625,0.0,8.6875,1.2620744951269716,105,105.0,49298.64353513718
105,105,0.03361784,79,5053440.0,48128.0,2.9943976151315788,6.65625,2.328125,0.0,8.6875,1.0722211540186102,105,105.0,49903.70905137062
105,105,0.035126828,80,5117280.0,48736.0,3.3459601151315788,7.28125,2.4828125,0.0,8.6875,1.5976201478194842,105,105.0,50510.74757695198
105,105,0.03383391,81,5181120.0,49344.0,3.277857730263158,7.28125,4.1546875,0.0,8.6875,1.3853472531169757,105,105.0,51115.60097241402
105,105,0.032291703,82,5244960.0,49952.0,3.0655838815789473,7.75,3.4515625,0.0,8.6875,1.2938585023945817,105,105.0,51721.29054522514
105,105,0.037082534,83,5308800.0,50560.0,3.5500102796052633,7.28125,3.4453125,0.0,8.6875,0.9949518577392326,105,105.0,52330.009303569794
105,105,0.03509251,84,5372640.0,51168.0,3.1252055921052633,6.34375,3.0625,0.0,8.6875,1.11847063551083,105,105.0,52936.77999973297
105,105,0.035626836,85,5439840.0,51808.0,3.4052734375,6.96875,3.2734375,0.0,8.6875,0.9885514082326472,105,105.0,53545.17994070053
105,105,0.0373202,86,5503680.0,52416.0,3.6242804276315788,7.28125,3.54375,0.0,8.6875,1.127748378961371,105,105.0,54149.85073208809
105,105,0.031996157,87,5567520.0,53024.0,3.0524773848684212,7.125,3.315625,0.0,8.6875,1.2848235226578784,105,105.0,54756.60005235672
105,105,0.03017421,88,5631360.0,53632.0,2.855879934210526,6.65625,2.7296875,0.0,8.6875,1.3994025999399706,105,105.0,55362.32496833801
105,105,0.03628719,89,5695200.0,54240.0,3.508377878289474,6.65625,3.23125,0.0,8.6875,1.4326821437429869,105,105.0,55964.77191066742
105,105,0.038052566,90,5759040.0,54848.0,3.3850226151315788,7.59375,3.2421875,0.0,8.6875,1.24596516773895,105,105.0,56570.29949760437
105,105,0.034154516,91,5822880.0,55456.0,3.2899362664473686,7.125,2.7953125,0.0,8.6875,0.9380974658684191,105,105.0,57179.694894075394
105,105,0.03363999,92,5886720.0,56064.0,3.237767269736842,7.59375,3.1203125,0.0,8.6875,1.227861573211227,105,105.0,57786.77272725105
105,105,0.038160987,93,5950560.0,56672.0,3.697265625,6.96875,4.190625,0.0,8.6875,0.8958399951302689,105,105.0,58392.61540079117
105,105,0.035814006,94,6014400.0,57280.0,3.440018503289474,7.4375,3.5296875,0.0,8.6875,1.0749488995848828,105,105.0,59001.1739423275
105,105,0.0344485,95,6078240.0,57888.0,2.989771792763158,6.03125,3.2984375,0.0,8.6875,1.099426119831956,105,105.0,59610.48854446411
105,105,0.034802604,96,6142080.0,58496.0,3.3333675986842106,6.8125,2.93125,0.0,8.6875,1.175872349045593,105,105.0,60216.46391439438
105,105,0.037136637,97,6205920.0,59104.0,3.6345600328947367,7.59375,3.2578125,0.0,8.6875,1.2386939868138338,105,105.0,60818.34056711197
105,105,0.035893578,98,6269760.0,59712.0,3.463918585526316,7.4375,3.6390625,0.0,8.6875,1.2650837963228958,105,105.0,61426.51743578911
105,105,0.034133438,99,6333600.0,60320.0,3.2809416118421053,7.28125,3.4703125,0.0,8.6875,0.8758073841997167,105,105.0,62033.51964306831
105,105,0.041907318,100,6397440.0,60928.0,3.6844161184210527,7.4375,4.7234375,0.0,8.6875,1.2385520701483443,105,105.0,62637.93116855621
105,105,0.036607217,101,6461280.0,61536.0,3.569284539473684,7.28125,4.1578125,0.0,8.6875,0.8342916039783393,105,105.0,63245.25813150406
105,105,0.034533516,102,6525120.0,62144.0,3.3899054276315788,6.96875,3.7890625,0.0,8.6875,1.5656803570552802,105,105.0,63853.47025680542
105,105,0.036398776,103,6588960.0,62752.0,3.521484375,6.8125,3.1203125,0.0,8.6875,0.8870969044973328,105,105.0,64461.48005247116
105,105,0.03410984,104,6652800.0,63360.0,3.1825143914473686,6.34375,3.771875,0.0,8.6875,1.122919082403091,105,105.0,65067.86764192581
105,105,0.035970878,105,6716640.0,63968.0,3.1442228618421053,6.8125,3.4421875,0.0,8.6875,1.0600281448946296,105,105.0,65674.44070363045
