total_secs,recent_worst_eplen,n_updates,best_ext_ret,epcount,eprew_recent,tcount,eprew_std,rew_mean,recent_best_eplen,eplen,eplen_std,best_eplen,eprew,recent_best_ext_ret
3052.315360069275,375,13,106.6,8832.0,-133.32203389830508,3311989.0,4.552757406231964,-0.3367281,375,375.0,0.0,364,-133.18,-110.0
3284.938754081726,375,14,106.6,9472.0,-131.784375,3551989.0,5.109833656783752,-0.33898598,375,375.0,0.0,364,-131.64,-102.0
3521.4040293693542,375,15,120.4,10114.0,-129.8685358255452,3792693.0,5.206303871269905,-0.3327786,329,375.0,0.0,329,-129.88,120.4
3756.159993171692,375,16,120.4,10880.0,-129.46083550913838,4079936.0,5.498217893099544,-0.3299059,368,375.0,0.0,329,-129.36,105.0
3991.7270064353943,375,17,120.4,11520.0,-128.95,4319936.0,5.852144905929792,-0.33170018,375,375.0,0.0,329,-128.82,-98.0
4227.104842185974,375,18,120.4,12163.0,-128.92814930015552,4561028.0,24.683899529855484,-0.3335038,342,374.67,3.283458542451846,329,-126.74799999999999,115.2
4462.338754892349,375,19,120.4,12928.0,-128.90065359477123,4847881.0,6.627216610312358,-0.3288473,353,375.0,0.0,329,-128.4,111.0
4692.343186378479,375,20,120.4,13568.0,-127.66875,5087858.0,5.8191408300538665,-0.32928324,365,375.0,0.0,329,-128.24,106.1
4923.335518121719,375,21,137.2,14224.0,-125.43536585365854,5333515.0,34.09133055484928,-0.3249644,287,374.44,3.9606060142357,287,-123.59100000000001,137.2
5155.505766868591,375,22,137.2,14976.0,-123.76289893617023,5615162.0,7.313002119512888,-0.31373656,296,375.0,0.0,287,-128.2,133.6
5385.597009897232,375,23,147.6,15616.0,-117.6571875,5854298.0,23.90120030458721,-0.30525273,261,374.93,0.696491205974634,261,-125.53200000000001,147.6
5619.213970661163,375,24,147.6,16331.0,-109.03622377622376,6120530.0,61.04493594066587,-0.27677688,277,373.38,6.136415892033395,261,-110.38599999999998,137.2
5852.251893520355,375,25,156.8,17024.0,-92.85829725829726,6376308.0,65.60705590102333,-0.2395122,228,372.52,9.331109258818053,228,-106.304,156.8
6086.003993988037,375,26,158.8,17713.0,-85.68461538461538,6628826.0,90.75923963432044,-0.22227305,233,366.56,24.28593008307485,228,-84.411,158.8
6320.611508846283,375,27,167.6,18436.0,-74.46168741355464,6891655.0,114.29952013897521,-0.18928033,211,358.56,31.409654566709264,211,-48.464,167.6
6555.614405870438,375,28,167.6,19142.0,-65.2128895184136,7144413.0,110.9907350863125,-0.17326903,214,357.77,35.39176599154103,211,-63.035,166.6
6793.903175115585,375,29,173.2,19850.0,-78.56638418079096,7401167.0,96.08902294747304,-0.2033761,197,365.49,25.55014481367963,197,-87.963,173.2
7032.735012054443,375,30,173.2,20546.0,-94.16451149425288,7655921.0,89.93839882942102,-0.24594477,225,365.78,26.00253064607367,197,-94.90400000000001,162.0
7269.572749614716,375,31,174.2,21255.0,-98.67827926657263,7915331.0,73.2858639779869,-0.25622833,195,370.24,17.748870386590806,195,-108.729,174.2
7505.830807685852,375,32,174.2,21957.0,-80.41965811965812,8168096.0,113.78958913714382,-0.21280907,199,355.87,43.454494589167645,195,-68.20200000000001,172.4
7735.886454820633,375,33,174.2,22671.0,-66.82689075630252,8422659.0,103.93565497941502,-0.17653264,206,361.02,34.038207943427345,195,-82.53199999999998,169.9
7968.044409990311,375,34,179.8,23404.0,-59.352523874488405,8681150.0,118.18637540342795,-0.15409596,181,352.89,43.72296764859402,181,-58.713,179.8
8199.79132437706,375,35,187.6,24154.0,-40.45226666666667,8937983.0,133.09896188926496,-0.104701474,151,334.74,58.01251933850141,151,-21.011999999999993,187.6
8431.354607343674,375,36,187.6,24936.0,-9.238618925831204,9196319.0,134.90470094107172,-0.0111308005,175,328.42,62.4753039208294,151,-7.408000000000002,182.0
8663.294049024582,375,37,191.3,25713.0,2.241055341055341,9450269.0,131.360520747293,0.016160097,152,335.42,57.82113454438611,151,-7.383000000000002,191.3
8893.329463720322,375,38,191.3,26517.0,14.852736318407963,9706201.0,133.26256891940812,0.058912273,168,310.26,68.08195355599014,151,38.605000000000004,184.8
9124.699145555496,375,39,191.3,27340.0,27.030984204131226,9962806.0,136.6854919111754,0.10196084,160,314.53,68.57848860976742,151,24.901,188.0
9360.10446190834,375,40,191.3,28179.0,36.29034564958283,10220832.0,136.30516672158836,0.13374594,165,311.86,67.33053096478596,151,28.555000000000003,186.2
9595.645446062088,375,41,191.3,29026.0,44.302007083825266,10477525.0,133.99885453241754,0.15953928,160,308.65,70.34051108713953,151,35.52800000000001,188.0
9826.981526374817,375,42,192.0,29913.0,65.18951521984216,10732221.0,131.63919861120394,0.23775719,150,289.7,76.93627232976652,150,61.46699999999998,192.0
10058.50072145462,375,43,192.0,30868.0,95.02858638743456,10989733.0,120.42864165554639,0.36963072,151,274.74,72.47863409308981,150,86.413,191.6
10290.315952777863,375,44,192.0,31857.0,109.71253791708796,11245577.0,90.55272750723746,0.43851328,157,251.1,66.37205737356648,150,125.32099999999998,189.4
10522.284686803818,375,45,195.7,32894.0,122.3076181292189,11504692.0,98.75330493710072,0.51239556,141,253.07,68.63035115748715,141,119.34199999999998,195.7
10755.52197098732,375,46,195.7,33943.0,131.94432793136318,11758546.0,93.01482881239959,0.553654,143,244.27,65.71177291779608,141,127.539,195.0
10988.20213508606,375,47,195.7,35071.0,150.1191489361702,12016243.0,51.28956868603986,0.67550087,146,225.2,52.04325124355702,141,155.012,193.6
11223.796003341675,375,48,195.7,36187.0,147.60869175627238,12271875.0,64.8983944331445,0.6594477,143,229.18,56.48351617950143,141,148.99999999999997,194.8
11459.580698490143,375,49,197.4,37340.0,154.07762359063312,12528002.0,52.80338432335564,0.70728487,137,217.64,56.12780416157397,137,158.29800000000003,197.4
11692.700503587723,375,50,197.4,38510.0,157.5980341880342,12785166.0,51.831259863136644,0.73447657,137,214.32,50.6064976065327,137,159.399,197.2
11924.549582481384,375,51,197.4,39704.0,162.4572864321608,13040573.0,17.557492389290676,0.7713635,142,208.64,43.793268889179764,137,168.48100000000002,195.4
12155.85745215416,375,52,197.4,40937.0,164.69845904298458,13297740.0,50.86798186482338,0.8108874,141,211.54,49.20394699615063,137,160.539,195.6
12386.639937639236,375,53,197.4,42178.0,165.2658340048348,13553860.0,44.134111705119885,0.8131354,138,204.36,48.53875152906181,137,165.72799999999995,196.9
12618.087160110474,375,54,197.4,43428.0,167.39952,13810140.0,53.33195754892183,0.8324792,136,213.82,55.70733883430441,136,159.55200000000002,196.9
12848.275341510773,375,55,197.6,44697.0,169.49984239558708,14064897.0,33.51204863925809,0.85367423,136,205.91,46.46441541653139,136,167.28600000000006,197.6
13079.19360589981,375,56,199.2,45992.0,169.7735135135135,14321308.0,42.47529945744938,0.87314373,132,201.68,45.79385985042099,132,166.95599999999996,199.2
13308.876053333282,375,57,199.2,47282.0,169.18945736434108,14578153.0,57.97198008521013,0.8673037,134,199.46,49.7174858575934,132,163.555,197.8
13540.039084672928,375,58,199.2,48581.0,170.5896843725943,14835054.0,18.35997110564175,0.88272774,136,201.57,45.84457546973252,132,171.36900000000003,197.6
13775.652945518494,375,59,199.2,49904.0,173.6278911564626,15090136.0,32.38963377378633,0.9096562,138,187.71,38.87397458454692,132,174.53200000000004,196.8
14007.775332450867,375,60,199.2,51256.0,173.69585798816567,15347714.0,16.55956457760892,0.93304324,135,195.65,41.17775491694515,132,173.68899999999996,198.2
14237.514301300049,375,61,199.4,52604.0,173.79695845697327,15603893.0,16.1982429911395,0.92981505,132,189.01,40.274432336160864,132,176.382,199.4
14471.209114551544,375,62,199.4,53971.0,175.6316020482809,15859043.0,11.642399881467737,0.9525263,134,182.81,29.215987061881034,132,178.855,198.4
14703.86500620842,375,63,201.2,55362.0,176.64744787922356,16115756.0,32.17103758040762,0.97350776,127,188.38,37.307849040114874,127,174.429,201.2
14936.4801363945,375,64,201.2,56754.0,176.89181034482758,16371815.0,42.86311443420788,0.97852117,128,178.8,35.18067651424572,127,175.98900000000006,201.0
15166.455376148224,375,65,201.2,58155.0,177.42312633832975,16627752.0,12.060119236558155,0.9828372,128,180.63,29.931473401755554,127,179.51800000000003,200.8
15398.791238546371,375,66,201.5,59566.0,177.92749822820696,16884117.0,42.24863330333894,0.9962022,127,181.14,38.76390589195057,127,175.27200000000002,201.5
15628.970383405685,375,67,201.5,60984.0,179.1299012693935,17139892.0,31.96540511240238,1.0068588,127,179.75,37.046018679474855,127,177.97400000000002,201.2
15860.375811815262,375,68,202.6,62424.0,179.86208333333332,17396198.0,11.977258910117957,1.0260522,124,178.58,29.9436737892998,124,180.537,202.6
16098.586258649826,375,69,202.6,63867.0,179.54358974358973,17652545.0,31.49935910459132,1.0287735,126,182.33,32.75547435162556,124,176.824,201.6
16336.478039741516,375,70,202.6,65316.0,180.69040717736368,17907994.0,12.607550872393894,1.0349903,129,176.92,31.557465043948003,124,181.21900000000002,200.4
16570.984254598618,375,71,202.8,66769.0,180.5642119752237,18164741.0,42.4975928730087,1.0411797,123,177.56,36.23846575118764,123,176.55999999999997,202.8
16806.669841766357,375,72,203.8,68230.0,180.58097193702943,18420654.0,32.133246007834316,1.0442625,121,173.11,30.46798155441217,121,180.40099999999998,203.8
17040.34264564514,375,73,205.6,69680.0,181.44351724137928,18674815.0,9.446088026267807,1.0412332,116,172.37,22.889584967840722,116,183.039,205.6
17276.773831129074,375,74,205.6,71150.0,181.00156462585034,18931448.0,12.479113550248671,1.0534468,127,174.12,31.116966433121338,116,182.38499999999996,201.2
17515.40809559822,375,75,205.6,72637.0,181.52333557498315,19189033.0,15.865340967026203,1.0712308,127,175.93,39.4452164400197,116,181.66600000000003,201.2
17754.691078186035,375,76,205.6,74104.0,181.44423994546696,19443829.0,32.181542846793405,1.0546663,127,175.13,33.4307209015899,116,179.79,201.5
17995.938146591187,375,77,205.6,75598.0,182.0012717536814,19700832.0,9.285526371724977,1.0768628,123,171.97,22.855395424275642,116,183.15999999999997,202.8
18234.422773122787,375,78,205.6,77113.0,183.87887788778878,19957727.0,11.78112367306277,1.1038145,121,172.44,29.172013986010633,116,183.01499999999996,203.6
18470.10941338539,359,79,205.6,78621.0,184.1933023872679,20213295.0,9.153441101574863,1.0985266,121,165.71,22.752711926273758,116,185.75400000000002,203.6
18704.77428793907,375,80,205.6,80129.0,183.3692970822281,20469220.0,11.490030939906124,1.0968268,125,170.71,28.62037560899577,116,183.733,202.2
18941.391416072845,375,81,205.6,81658.0,184.88005232177892,20725353.0,8.860849789946785,1.1179191,125,165.83,22.177490840940504,116,185.771,202.0
19175.149357795715,375,82,205.6,83167.0,183.49874088800533,20980589.0,9.984697241278775,1.0958636,125,166.67,24.85319094200984,116,185.261,202.2
19410.080996751785,375,83,205.6,84700.0,184.83013698630134,21236306.0,29.470448435678744,1.1219912,128,169.57,29.9824131783951,116,182.08700000000002,200.9
19645.282099723816,375,84,205.6,86239.0,184.5835607537362,21493580.0,31.16068566318784,1.1288624,125,166.59,27.944622022850833,116,183.18699999999998,202.3
19878.309814214706,375,85,205.6,87776.0,184.82264150943394,21749538.0,10.031959878308925,1.1221677,125,164.92,25.005871310554248,116,186.09099999999998,202.3
20116.909204483032,375,86,205.6,89327.0,185.17730496453902,22004789.0,32.33685852088913,1.1367608,123,161.34,29.649357497254474,116,185.19099999999997,202.9
20353.756599664688,375,87,205.6,90887.0,185.86807692307693,22260623.0,10.406987027953864,1.1473145,123,164.9,25.62518292617635,116,185.93899999999996,202.8
20586.689457654953,375,88,205.6,92444.0,185.44765574823379,22517573.0,10.983913510220297,1.1447052,124,166.19,27.45530731935084,116,185.63800000000006,202.7
20823.705240011215,375,89,205.6,93998.0,185.89839124839122,22773402.0,11.651046090373173,1.1433041,124,163.04,29.20236976685283,116,186.75499999999997,202.4
21058.482393980026,375,90,205.6,95556.0,186.0165596919127,23028904.0,12.16387483493644,1.1474543,120,168.06,30.218146865749397,116,184.84300000000007,204.2
21292.554680109024,375,91,205.6,97136.0,186.43867088607593,23285763.0,45.35014791596606,1.1658156,119,168.32,43.764113152216396,116,180.278,204.4
21530.088581562042,375,92,205.6,98719.0,187.09229311433984,23540992.0,8.947701157280568,1.1704462,123,160.41,22.38396524300375,116,187.96200000000002,202.9
21765.092398405075,375,93,205.6,100316.0,187.3245460237946,23797620.0,9.802008926745575,1.1855435,123,163.2,24.459354038894812,116,186.711,202.8
22000.27453637123,375,94,205.6,101902.0,186.6975409836066,24053926.0,8.495426063476748,1.1731398,122,162.84,21.28977219229929,116,186.84400000000002,203.2
22237.26410675049,375,95,205.6,103502.0,187.7234375,24309435.0,9.999794947897682,1.1868583,119,159.44,24.926419718844503,116,188.24900000000002,204.4
22473.624591588974,375,96,205.7,105104.0,188.04625468164792,24564625.0,9.237303232004459,1.1930271,116,158.38,23.000339127934613,116,188.623,205.7
22709.444107294083,375,97,205.7,106724.0,188.00339506172838,24821660.0,32.21004321636343,1.204456,119,160.83,28.42113826010492,116,185.34599999999998,204.5
22943.358281850815,375,98,205.7,108322.0,187.48247809762202,25077317.0,8.190885849528119,1.186394,121,157.11,20.355782962097038,116,189.21699999999998,203.8
23172.942418575287,375,99,205.7,109938.0,187.83595297029706,25333368.0,9.808102517816586,1.2034681,120,158.5,24.368217004943137,116,188.585,204.0
23402.02913928032,375,100,206.8,111563.0,188.6103384615385,25589399.0,8.816250620303395,1.2100233,113,157.52,21.75705862473142,113,188.97500000000002,206.8
23632.457957983017,375,101,206.8,113189.0,188.4787207872079,25845538.0,9.844627976719078,1.2123262,114,154.91,24.348755615020657,113,190.01,206.4
23862.996734380722,375,102,206.8,114809.0,188.227962962963,26101082.0,9.97422799017548,1.2066959,118,157.15,24.896736733957724,113,189.176,205.1
24092.11969590187,375,103,206.8,116463.0,189.87605804111246,26357560.0,29.473701090972607,1.245169,116,152.69,26.955776746367377,113,189.012,205.6
24325.21963429451,375,104,206.8,118109.0,189.58104495747264,26613393.0,8.432168107906769,1.2343043,122,155.74,20.85647141776384,113,189.67900000000006,203.2
24553.410712957382,375,105,206.8,119767.0,189.8161037394451,26870054.0,11.413915848647214,1.2441801,117,156.23,28.372470812391366,113,189.53500000000003,205.2
24783.515174388885,375,106,206.8,121421.0,190.1127569528416,27124935.0,7.2842226764425595,1.2437027,117,153.38,17.95259312745655,113,190.63000000000002,205.3
25012.37304711342,375,107,206.8,123088.0,190.17042591481703,27382153.0,5.340346805217804,1.2542742,120,150.42,13.341798979148201,113,191.93600000000004,204.2
25245.207110881805,375,108,206.8,124743.0,189.7274320241692,27638221.0,9.314351507217236,1.2418698,115,158.34,23.31017803449815,113,188.68400000000003,206.0
25474.472303152084,375,109,206.8,126392.0,188.84305639781687,27893698.0,31.981558733119936,1.2322507,115,152.87,28.161908671111053,113,188.551,206.1
25703.84144949913,375,110,206.8,128083.0,191.0011235955056,28151289.0,31.44931558873738,1.2789367,118,157.07,35.1762007613102,113,187.09300000000002,204.8
25935.481422424316,375,111,206.8,129746.0,190.34780517137705,28406039.0,34.023242996516366,1.2506769,115,159.7,41.41654258868067,113,185.84399999999997,206.1
26166.22429084778,375,112,206.8,131432.0,191.02841043890868,28661577.0,32.287666375877954,1.2732564,117,154.21,30.458921517348575,113,188.10000000000002,205.2
26399.76589155197,375,113,206.8,133124.0,191.00927895981087,28918621.0,7.750934072742459,1.27908,118,151.53,19.09369267585503,113,191.41100000000003,204.8
26633.021839141846,375,114,206.8,134804.0,190.52095238095237,29174213.0,9.813932697955494,1.2665627,114,154.2,24.58739514466712,113,190.365,206.4
26867.193325042725,375,115,206.8,136484.0,190.8188095238095,29429811.0,7.120088412372418,1.2668625,119,149.2,17.884630272946655,113,192.37900000000002,204.6
27103.463921308517,331,116,206.8,138176.0,191.46211583924352,29686020.0,11.274559459242743,1.2815046,118,154.57,28.231278752475948,113,190.197,205.1
27340.049184799194,375,117,206.8,139896.0,192.22127906976743,29942642.0,8.908752718534734,1.3086786,116,151.64,22.24523319724925,113,191.445,205.8
27577.789394140244,375,118,206.8,141608.0,192.04386682242992,30198929.0,6.493682776360423,1.3000162,113,146.79,16.23840817321698,113,193.37800000000004,206.8
27815.66227912903,375,119,206.8,143316.0,191.78179156908664,30453987.0,6.707247125311543,1.2944057,114,146.13,16.398570059611902,113,193.59400000000002,206.5
28052.65991640091,375,120,206.8,145038.0,191.92119628339142,30711061.0,9.994898698836323,1.3101364,114,151.66,25.022477894884833,113,191.37999999999997,206.4
28288.78316807747,375,121,206.8,146748.0,192.11444444444447,30966065.0,9.364344024009371,1.2964207,116,147.5,23.463801908471694,113,193.03100000000003,205.6
28523.196444511414,375,122,206.8,148469.0,192.10784427658336,31222210.0,12.308032946007256,1.3078239,115,153.28,30.763640876853316,113,190.785,206.0
28757.211252450943,375,123,206.8,150194.0,192.54295652173914,31477669.0,6.3634342928956205,1.3142308,114,148.73,15.854245488196531,113,192.55199999999996,206.4
28993.131974220276,282,124,206.8,151924.0,192.81815028901735,31733865.0,7.822311934460297,1.3199254,117,150.18,19.58896628206808,113,192.00600000000003,205.4
29228.853165864944,375,125,206.8,153665.0,192.80723721998854,31990616.0,6.937738536439666,1.3272355,116,147.29,17.074129553215883,113,193.12800000000004,205.6
29465.02049255371,375,126,206.8,155394.0,192.71758241758238,32245897.0,5.914883853466607,1.31664,114,143.96,14.82425040263419,113,194.44299999999998,206.6
29701.943586349487,375,127,206.8,157138.0,193.16370412844037,32502117.0,6.145834036158153,1.3326417,114,144.64,15.358723905324947,113,194.21800000000007,206.4
29938.683568239212,375,128,208.0,158884.0,192.8898052691867,32758621.0,9.889007786426301,1.3324038,110,147.23,24.663274316278446,110,193.145,208.0
30171.80656194687,375,129,208.0,160636.0,193.54777397260273,33014164.0,7.005010992139841,1.3402205,114,144.52,17.379574218029624,110,194.18899999999996,206.4
30401.283846139908,375,130,208.0,162398.0,193.6675368898978,33270614.0,5.820268980038638,1.3512689,113,143.02,14.518250583317537,110,194.78700000000003,207.0
30630.82755804062,375,131,208.0,164163.0,193.86141643059491,33526284.0,6.522551264650972,1.3517418,114,145.11,16.363309567443867,110,194.01499999999996,206.5
30861.960505723953,375,132,208.0,165925.0,193.361010215664,33782377.0,7.904696325602901,1.3460517,114,146.38,19.954839012129366,110,193.424,206.4
31091.685361623764,375,133,208.0,167689.0,193.71445578231294,34037852.0,32.17414581616737,1.3496139,115,145.87,28.286270521226367,110,191.379,206.0
31321.28789448738,375,134,208.0,169447.0,193.37224118316269,34294140.0,8.686026191533157,1.3443968,114,145.66,21.511959464446747,110,193.75699999999998,206.4
31556.581631422043,375,135,208.0,171219.0,194.07951467268623,34550279.0,10.262028015943049,1.3611075,115,146.57,25.662523258635346,110,193.459,206.1
31788.730588197708,375,136,208.1,172996.0,194.11502532357903,34806564.0,6.029047271335663,1.3621812,110,143.54,14.673390882819143,110,194.63300000000004,208.1
32015.56161594391,375,137,208.1,174777.0,194.56412128017968,35061867.0,6.513281507811558,1.3682147,111,144.05,16.332406436284888,110,194.44199999999998,207.6
32244.421189546585,375,138,208.1,176552.0,193.86670422535212,35318485.0,32.34830831743756,1.3610023,114,151.49,39.23021667031677,110,189.40699999999998,206.5
32475.938933849335,375,139,208.1,178349.0,194.91636060100166,35574571.0,9.535170475665343,1.384327,115,143.52,23.840503350390907,110,194.68199999999996,206.0
32705.758589029312,375,140,208.1,180143.0,194.81884057971016,35830091.0,11.27750304810422,1.3811316,113,144.45,28.011560113638797,110,194.205,206.9
32934.266879320145,375,141,208.1,181935.0,194.7959263392857,36086117.0,8.264119735337816,1.3823388,113,142.5,20.489753536829085,110,195.045,206.8
33167.03075003624,375,142,208.1,183734.0,194.13229571984436,36342744.0,33.0950600543344,1.3801957,111,146.28,31.95624508605478,110,191.26,207.6
33397.510092020035,369,143,208.1,185549.0,195.67377410468322,36598574.0,7.527331266790376,1.4030977,112,141.59,18.048321251573512,110,195.322,207.2
33631.54254364967,375,144,208.1,187359.0,195.0871270718232,36855212.0,5.346547577642979,1.3979089,115,140.43,13.39720493237302,110,195.923,206.2
33864.28989505768,331,145,208.1,189187.0,195.88692560175056,37111903.0,10.087143500515891,1.4148489,113,143.77,25.129208105310443,110,194.54400000000004,207.0
34096.08593726158,375,146,208.1,190995.0,195.3363384955752,37366534.0,11.711407899992212,1.3960521,111,145.61,29.22905917062676,110,193.695,207.6
34326.45487356186,375,147,208.4,192824.0,195.66353198469108,37622687.0,4.028275065086793,1.4142185,109,138.49,10.124717280003425,109,196.66,208.4
34559.29842734337,375,148,208.4,194653.0,195.5299070530344,37878939.0,44.83217303455186,1.4150667,112,142.14,34.64188793931417,109,190.669,207.2
34789.36725091934,375,149,208.9,196475.0,195.30109769484082,38134620.0,5.853193658166455,1.4059169,108,138.55,14.592720788118987,108,196.618,208.9
35021.24667882919,375,150,208.9,198318.0,196.14834508952796,38391639.0,6.445492921414157,1.429486,109,142.22,16.080161690729355,108,195.16100000000003,208.4
35255.464423418045,375,151,208.9,200147.0,196.22443958447238,38645852.0,7.880302722611613,1.4193945,108,140.79,19.72931575093267,108,195.77300000000002,208.8
35486.46333909035,375,152,209.1,201995.0,196.23360389610392,38903226.0,32.24869417511351,1.4313353,108,140.11,27.628570357512167,108,193.782,209.1
35717.31409454346,375,153,209.1,203846.0,196.73414370610482,39158640.0,5.274821229198199,1.440579,111,136.66,13.258370940654814,108,197.38100000000006,207.7
35949.059077978134,375,154,209.1,205689.0,196.3964731416169,39414427.0,5.720452691876754,1.4304755,109,138.79,14.291462486393756,108,196.539,208.6
36181.90203523636,375,155,209.1,207556.0,196.90985538296732,39670722.0,7.854544162457804,1.4533169,110,137.36,19.673596519192927,108,197.144,208.0
36409.63930130005,325,156,209.1,209416.0,196.92182795698923,39927074.0,5.227800302230374,1.4481113,108,135.86,13.024607479690125,108,197.748,208.8
36636.77336740494,375,157,209.1,211279.0,196.5703166935051,40183259.0,4.8549540677538845,1.4479862,108,135.7,12.155245781143218,108,197.761,208.8
36867.662133932114,375,158,209.1,213140.0,196.82353573347663,40439113.0,9.871660245369064,1.4473205,111,137.24,24.67675829601611,108,197.18199999999996,207.8
37095.7635345459,375,159,209.1,215010.0,197.0818181818182,40695417.0,4.987203625279402,1.4569161,108,136.34,12.64533115422447,108,197.46,208.8
37324.27788853645,375,160,209.1,216889.0,197.41474188398084,40951505.0,6.307714641611493,1.4666383,112,135.45,15.832482433276217,108,197.85599999999994,207.2
37556.91051697731,375,161,209.1,218781.0,197.62389006342497,41208372.0,6.386953812264497,1.4785349,110,135.51,15.920109924243613,108,197.789,208.0
37788.29634022713,370,162,209.3,220648.0,197.43010176754152,41463318.0,6.774901549100178,1.4562646,107,136.65,16.94247620626926,107,197.403,209.3
38019.10334730148,375,163,209.3,222520.0,197.2538995726496,41718715.0,5.785125322756628,1.4595835,109,134.79,14.519845040495438,107,198.155,208.5
38247.03434371948,375,164,209.3,224411.0,197.21935483870968,41975703.0,6.135197714825498,1.4755535,111,135.01,15.358707627922346,107,198.05699999999996,207.8
38477.40708446503,273,165,209.3,226309.0,198.15500526870392,42231445.0,4.308722664549205,1.4859724,107,133.22,10.409207462626538,107,198.70300000000003,209.2
38707.21656703949,375,166,209.3,228204.0,197.98733509234827,42487022.0,8.473210489537008,1.4819763,110,137.56,21.200622632366247,107,197.05200000000002,208.0
38934.733942985535,375,167,209.3,230107.0,197.91707829742512,42743996.0,6.120091829376417,1.489757,107,135.15,15.150165015602962,107,197.974,209.2
39165.42827796936,375,168,209.3,232000.0,197.9768092974115,42999385.0,5.279912404576423,1.4815913,109,133.93,13.120407768053553,107,198.46499999999997,208.5
39396.01668667793,315,169,209.3,233896.0,198.1553270042194,43254782.0,7.270437332100457,1.4837745,111,138.39,18.195546158332263,107,196.72899999999998,207.9
39624.084819078445,375,170,209.3,235806.0,198.18607329842933,43511394.0,8.187504137403536,1.4959383,107,136.67,20.552398886747987,107,197.37599999999998,209.3
39854.17711901665,259,171,209.3,237721.0,198.56976501305485,43767360.0,5.120208101239637,1.5018599,109,133.01,12.81366067913459,107,198.863,208.6
40081.685851573944,375,172,209.3,239634.0,198.35378985886038,44023001.0,4.597940408487261,1.5001003,109,132.36,11.36531565773692,107,199.08800000000002,208.4
40313.66850185394,375,173,209.3,241555.0,198.24737116085373,44279739.0,32.24542601672368,1.5049014,108,136.8,29.69915823722955,107,195.15099999999998,209.1
40547.87467312813,375,174,209.6,243476.0,198.65059864653824,44534997.0,5.3115213451515,1.5082998,106,132.76,13.317747557301121,106,198.929,209.6
40778.225979328156,301,175,209.6,245398.0,198.84157127991676,44790637.0,3.999987999982,1.5114826,109,131.85,9.93315156433244,106,199.264,208.4
41011.32080554962,375,176,209.6,247334.0,198.7673553719008,45048036.0,9.510422913835116,1.5211887,109,135.37,23.821274105303438,106,197.91600000000003,208.4
41239.561916828156,344,177,209.6,249253.0,198.88421052631583,45303121.0,10.617024583187135,1.5088205,107,134.48,26.53845511705608,106,198.28300000000002,209.2
41472.9877140522,375,178,209.6,251189.0,198.92582644628098,45559667.0,4.493087579827483,1.5212862,109,132.44,11.04655602439059,106,199.058,208.6
41703.4458258152,361,179,210.4,253111.0,199.14027055150882,45813968.0,3.218975613452206,1.5126863,104,129.74,8.080371278598527,104,200.18599999999998,210.4
41935.67688417435,270,180,210.5,255056.0,199.19737789203083,46070992.0,4.677819577538237,1.529938,104,131.19,11.680492284146247,104,199.59799999999998,210.5
42168.91428399086,375,181,210.5,257004.0,199.17859342915813,46327927.0,8.829235300975956,1.5356091,106,132.68,22.10379152996155,104,199.00199999999998,209.6
42396.71464967728,375,182,210.5,258942.0,199.15975232198141,46583595.0,4.173201528802558,1.5245359,108,129.98,10.426869136994096,104,200.083,209.0
42624.231934547424,375,183,210.5,260884.0,199.24593202883625,46838879.0,5.6292041178127485,1.5288593,106,132.37,14.073844535165223,104,199.13099999999997,209.6
