best_eplen,recent_best_eplen,rew_mean,eplen_std,best_ext_ret,total_secs,eprew_recent,eprew,n_updates,epcount,eplen,recent_worst_eplen,recent_best_ext_ret,tcount,eprew_std,,,,
661,699,-0.06586705,106.1075096,333.95,100564.2566,-83.78485577,-67.3015,213,43707,1200.42,1250,326.2,54448169,192.0072981,,,,
661,879,-0.05895223,70.94886821,333.95,101040.6965,-76.65047393,-103.144,214,43918,1222.59,1250,290.35,54704563,165.7452816,,,,
661,715,-0.036275715,81.03274091,333.95,101516.4662,-48.15322581,-53.9985,215,44135,1214.93,1250,323.15,54965328,189.5625643,,,,
661,783,-0.061154194,82.39464546,333.95,101995.2526,-74.73284314,-62.1925,216,44339,1210.68,1250,309.45,55213016,188.666055,,,,
651,651,-0.046332136,102.6007875,335.85,102474.5032,-62.78463303,-53.865,217,44557,1197.28,1250,335.85,55474081,196.5272131,,,,
651,708,-0.034259308,105.9851211,335.85,102954.6939,-43.23948598,-20.315,218,44771,1189.71,1250,324.5,55730692,210.7802535,,,,
651,691,-0.045645263,105.2595668,335.85,103430.1579,-56.18647343,-47.185,219,44978,1196.06,1250,327.8,55979660,197.9887319,,,,
651,810,-0.022096708,97.55099999,335.85,103900.4366,-38.4470852,-24.871,220,45201,1200.32,1250,304,56246973,202.9088294,,,,
651,780,-0.025413085,94.2148311,335.85,104371.9384,-34.49080189,-54.764,221,45413,1207.16,1250,310.1,56501806,193.297072,,,,
651,771,-0.035284206,97.79700353,335.85,104851.1393,-39.70966184,-69.696,222,45620,1206.69,1250,311.95,56749396,187.7531176,,,,
651,806,-0.04406226,90.01299684,335.85,105333.3599,-60.26682028,-66.078,223,45837,1208.02,1250,304.95,57011356,187.7758397,,,,
651,743,-0.057520375,98.30587775,335.85,105811.4589,-75.19882075,-71.116,224,46049,1204.88,1250,317.5,57267489,188.7315038,,,,
651,786,-0.039223112,95.49076343,335.85,106279.0148,-51.19858491,-46.833,225,46261,1204.71,1250,308.7,57522468,193.8624599,,,,
651,781,-0.036243815,104.2860374,335.85,106757.8597,-45.99790698,-41.636,226,46476,1195.32,1250,309.9,57779373,201.7016075,,,,
651,766,-0.041133847,116.871384,335.85,107228.6799,-53.32894737,-20.387,227,46685,1183.86,1250,312.85,58029857,206.4691508,,,,
651,758,-0.022399368,98.34053081,335.85,107704.4849,-36.53873874,-46.62,228,46907,1194.6,1250,314.5,58294961,200.8542829,,,,
651,817,-0.03436641,112.0025085,335.85,108173.9552,-41.96095238,-13.868,229,47117,1185.91,1250,302.6,58545829,208.446799,,,,
651,662,-0.046952434,85.91774904,335.85,108648.3166,-60.58661972,-98.583,230,47330,1219.98,1250,333.6,58803330,170.0678544,,,,
651,853,-0.03365932,93.80323822,335.85,109118.0699,-44.93507109,-62.47,231,47541,1205.25,1250,295.55,59057258,184.9810358,,,,
651,782,-0.027165938,104.8429392,335.85,109588.076,-40.33515982,-32.132,232,47760,1193.59,1250,309.75,59320303,203.7208228,,,,
651,770,-0.02579216,96.26015739,335.85,110058.8837,-32.60913462,-38.2125,233,47968,1201.61,1250,312.15,59569305,194.5227943,,,,
651,840,-0.032798316,100.5829926,335.85,110534.2613,-43.50651163,-47.681,234,48183,1199.96,1250,298.1,59826896,196.4942463,,,,
651,824,-0.027268415,112.5880007,335.85,111015.0561,-37.93125,-11.9605,235,48399,1182.39,1250,301.35,60084937,208.4883183,,,,
651,812,-0.03692663,91.06584651,335.85,111495.3116,-48.47748815,-29.9585,236,48610,1201.54,1250,303.7,60339199,196.3183751,,,,
651,825,-0.017197954,99.1422589,335.85,111977.6583,-21.09668246,-10.711,237,48821,1187.55,1250,301,60589366,208.6419241,,,,
651,796,-0.005689344,114.9558224,335.85,112464.9532,-15.4231982,-3.3185,238,49043,1180.17,1250,306.8,60853584,209.2068886,,,,
651,726,-0.045794494,98.94790751,335.85,112943.0652,-60.33833333,-53.863,239,49253,1202.46,1250,320.85,61107207,191.9907404,,,,
651,716,-0.03442455,110.8291528,335.85,113411.3243,-42.36404762,-50.246,240,49463,1193.17,1250,322.9,61358101,197.6314166,,,,
651,767,-0.02601286,108.22211,335.85,113889.1393,-39.78167421,-44.6755,241,49684,1192.93,1250,309,61622307,197.7668163,,,,
651,697,-0.04693883,97.56597973,335.85,114364.1771,-59.4708134,-59.686,242,49893,1206.14,1250,326.75,61874571,190.1094296,,,,
636,636,-0.030869437,105.0343753,338.95,114835.952,-39.69530516,-25.8085,243,50106,1186.2,1250,338.95,62128629,206.1113557,,,,
636,720,-0.020004008,121.3322195,338.95,115315.1001,-33.07533632,-34.0715,244,50329,1182.95,1250,322.15,62394078,206.4968863,,,,
636,823,-0.03730468,109.4962812,338.95,115796.3963,-46.70813397,-45.0465,245,50538,1189.38,1250,301.4,62643365,203.1673861,,,,
636,792,-0.024561603,103.3793616,338.95,116275.3902,-32.59511628,-59.1605,246,50753,1199.74,1250,301.6,62898770,191.7811594,,,,
636,778,-0.010076282,110.4891284,338.95,116759.7393,-17.30504587,-39.1415,247,50971,1194.65,1250,310.4,63157149,203.9011867,,,,
636,745,-0.012574273,94.98620953,338.95,117233.5814,-15.00283019,-30.0395,248,51183,1196.6,1250,317.1,63408792,204.6314342,,,,
636,732,-0.005967404,119.3594885,338.95,117712.7468,-15.93931818,10.55,249,51403,1172.45,1250,319.7,63669702,212.01991,,,,
636,740,-0.024734681,119.1615273,338.95,118195.6053,-35.17106481,-39.626,250,51619,1188.48,1250,318,63928042,203.2270325,,,,
636,785,-0.017093312,95.96082326,338.95,118675.093,-19.80096154,-26.283,251,51827,1192.98,1250,309.05,64175969,203.7419297,,,,
580,580,-0.012129623,112.7798493,350.15,119153.9367,-22.70522727,-5.036,252,52047,1179.16,1250,350.15,64436823,214.3409878,,,,
580,702,0.022141187,129.1525083,350.15,119621.6974,19.82004505,11.84,253,52269,1167.64,1250,325.6,64695651,216.0184629,,,,
580,742,-0.04102995,102.0997728,350.15,120093.5668,-51.13149038,-54.007,254,52477,1199.58,1250,317.65,64945039,197.1392807,,,,
580,656,-0.026435517,112.6413175,350.15,120565.6324,-35.98738532,-43.621,255,52695,1193.44,1250,334.8,65203479,203.6117127,,,,
580,751,-0.005035903,101.5574635,350.15,121032.8403,-12.10298165,-10.17,256,52913,1191.04,1250,315.95,65462451,204.4605878,,,,
580,790,0.012380832,125.9380229,350.15,121510.7299,12.45046512,12.7395,257,53128,1165.12,1250,308.15,65713783,216.1492493,,,,
580,722,0.009855438,114.8932827,350.15,121983.8628,3.376339286,-14.333,258,53352,1178.44,1250,321.7,65975505,209.0648709,,,,
580,665,-0.006085444,119.428263,350.15,122449.718,-11.69116279,-26.831,259,53567,1179.9,1250,333,66228878,209.4135976,,,,
580,645,-0.00883759,129.7268897,350.15,122921.2824,-9.07985782,-6.2,260,53778,1166.79,1250,337,66476843,216.8204257,,,,
580,586,0.017878959,119.5596633,350.15,123394.2704,14.43683036,8.126,261,54002,1176.13,1250,348.8,66739772,212.2818589,,,,
580,705,0.002751119,132.7550059,350.15,123864.8803,-8.790625,-2.1215,262,54226,1168.78,1250,325.15,67003735,209.8025504,,,,
580,729,0.024055718,112.4929949,350.15,124337.2103,26.98463303,14.375,263,54444,1172.69,1250,320.3,67256679,215.4742814,,,,
580,744,0.026268043,137.8458164,350.15,124806.0212,32.25627907,20.2015,264,54659,1154.97,1250,317.35,67504553,216.8857067,,,,
580,717,0.003957592,116.286338,350.15,125277.2493,-3.921748879,21.307,265,54882,1166.74,1250,322.65,67766818,218.4167558,,,,
580,717,0.017578427,116.9176544,350.15,125758.6434,14.26923077,4.233,266,55103,1173.39,1250,322.6,68023316,210.3636921,,,,
580,688,0.012258304,115.3839486,350.15,126247.2395,11.50477273,12.033,267,55323,1170.38,1250,328.5,68278776,218.0157823,,,,
580,663,0.017233886,134.5820434,350.15,126726.2811,12.4990991,17.201,268,55545,1157.56,1250,333.4,68536958,219.1670103,,,,
580,657,0.003674101,133.287801,350.15,127205.4687,6.500236967,17.672,269,55756,1164.61,1250,326.6,68783063,219.0660121,,,,
580,618,0.055571876,138.4331156,350.15,127679.4095,53.76195652,30.5575,270,55986,1151.95,1250,342.5,69045098,219.1019415,,,,
580,621,0.035302065,115.3025494,350.15,128163.6813,37.42149321,49.955,271,56207,1153.61,1250,341.95,69300359,219.2131488,,,,
580,626,0.024258617,137.8811702,350.15,128649.4935,34.70330189,17.956,272,56419,1158.77,1250,340.8,69543867,218.0607711,,,,
580,712,0.028738907,128.5347031,350.15,129137.145,15.15572034,24.5775,273,56655,1158.49,1250,323.7,69817466,218.6711518,,,,
580,698,0.018345764,148.1665478,350.15,129617.5599,17.24452055,14.9505,274,56874,1150.79,1250,326.4,70069906,220.6399279,,,,
580,677,0.04687887,148.437696,350.15,130099.9642,48.63964758,72.9765,275,57101,1112.52,1250,330.6,70327852,221.928099,,,,
580,665,0.043139193,137.6453065,350.15,130588.6581,45.14886878,40.919,276,57322,1148.36,1250,333,70581209,214.8608556,,,,
580,680,0.031921025,150.9357065,350.15,131069.8176,31.10641593,35.5595,277,57548,1146.35,1250,330.15,70840154,217.3495677,,,,
580,654,0.024239458,137.0299599,350.15,131550.4738,24.14162896,39.449,278,57769,1146.51,1250,335.2,71093899,219.6056594,,,,
580,645,0.06000194,142.4012289,350.15,132026.2793,61.89625551,71.9855,279,57996,1126.9,1250,337.15,71351766,217.0138253,,,,
580,697,0.02625445,140.7992344,350.15,132502.5327,29.02714932,33.417,280,58217,1144.66,1250,326.6,71604354,219.5472496,,,,
580,733,0.029036716,118.0495506,350.15,132995.4165,28.93909091,9.379,281,58437,1167.06,1250,319.5,71857996,214.5248619,,,,
580,598,0.03325251,136.1151219,350.15,133474.7234,34.58111111,18.4585,282,58662,1148.44,1250,346.5,72115081,218.0094532,,,,
580,688,0.040081784,138.1869672,350.15,133955.0856,34.98092105,38.152,283,58890,1154.39,1250,328.5,72376837,214.8988317,,,,
580,631,0.046427645,139.9168882,350.15,134422.7836,53.86923077,35.1045,284,59111,1144.62,1250,339.85,72626637,217.6736093,,,,
580,673,0.061583795,142.1003251,350.15,134906.8915,60.96673913,43.0255,285,59341,1141.24,1250,331.55,72886371,218.5706002,,,,
580,632,0.059951637,141.7813285,350.15,135375.0926,57.91373391,54.1825,286,59574,1130.57,1250,339.75,73147763,221.1405205,,,,
580,608,0.046330385,152.0430321,350.15,135852.788,55.20114679,39.236,287,59792,1141.58,1250,344.5,73393830,219.0902193,,,,
580,584,0.046108995,137.9301167,350.15,136330.8954,42.73354978,4.5805,288,60023,1161.27,1250,349.25,73656524,221.2724179,,,,
580,717,0.06787821,148.375626,350.15,136812.2579,77.40333333,84.7195,289,60248,1119.44,1250,322.7,73908848,218.5749155,,,,
572,572,0.08780839,153.2913732,351.7,137289.9116,86.50148936,79.858,290,60483,1112.93,1250,351.7,74168755,217.0404782,,,,
572,703,0.054539923,139.0368336,351.7,137763.6103,60.49843049,75.07,291,60706,1132.67,1250,325.5,74421758,214.7977442,,,,
572,610,0.06551119,156.9102454,351.7,138241.5094,68.00194805,60.085,292,60937,1120.57,1250,344,74679152,222.632611,,,,
572,663,0.056771405,141.782635,351.7,138714.7173,60.82911111,67.527,293,61162,1129.38,1250,333.5,74932415,220.6381696,,,,
572,686,0.051643297,162.7139979,351.7,139189.2612,58.90927602,64.4805,294,61383,1120.57,1250,328.85,75181669,218.4696418,,,,
572,622,0.066758506,178.629169,351.7,139662.7554,63.43425532,39.436,295,61618,1122.6,1250,341.75,75445450,223.0945207,,,,
572,643,0.082064256,177.356882,351.7,140127.6866,82.0190678,75.2665,296,61854,1097.42,1250,337.55,75707190,226.1700643,,,,
572,604,0.09462393,166.208896,351.7,140604.8421,98.35,107.6945,297,62087,1081.73,1250,345.25,75963991,216.717117,,,,
572,631,0.055087205,162.2476166,351.7,141075.3835,62.14484305,66.9835,298,62310,1111.47,1250,339.8,76212628,222.6906007,,,,
572,679,0.079176344,142.5968481,351.7,141552.9066,82.7223176,57.757,299,62543,1137.17,1250,330.25,76471270,221.454283,,,,
572,675,0.061039828,160.0697798,351.7,142025.9159,63.94606987,82.8445,300,62772,1104.16,1250,331.15,76728085,221.1976353,,,,
572,601,0.09386115,160.2108298,351.7,142498.9797,97.09742489,104.384,301,63005,1095.7,1250,345.9,76983669,214.800108,,,,
572,682,0.07709477,156.5427031,351.7,142980.8626,80.98391304,104.944,302,63235,1097.89,1250,329.65,77239543,213.7182509,,,,
572,714,0.08560647,151.2506856,351.7,143465.5349,89.66094421,85.984,303,63468,1107.49,1250,323.25,77496309,219.4490498,,,,
572,608,0.068094954,163.4264908,351.7,143945.489,65.53538136,55.392,304,63704,1120.61,1250,344.5,77760688,224.069383,,,,
572,644,0.06904376,169.176801,351.7,144420.5685,78.59170404,81.9385,305,63927,1116.3,1250,337.2,78008153,217.97676,,,,
572,653,0.067583725,145.389338,351.7,144897.0574,73.91820175,40.555,306,64155,1142.98,1250,335.4,78264029,218.4724397,,,,
572,686,0.089590736,143.2826755,351.7,145368.7704,97.05638767,103.261,307,64382,1117.57,1250,328.85,78516615,210.8180943,,,,
572,628,0.0817656,181.7671852,351.7,145838.6802,84.64444444,89.7015,308,64616,1089.48,1250,340.45,78774021,219.7944717,,,,
572,613,0.084575474,171.1876803,351.7,146314.2382,79.28541667,86.341,309,64856,1090.09,1250,343.55,79036946,222.5685221,,,,
572,688,0.08502999,160.7982948,351.7,146795.2389,88.40128755,74.1535,310,65089,1105.22,1250,328.4,79292301,223.8044918,,,,
572,588,0.11745524,183.1908196,351.7,147274.3235,122.2951681,117.9115,311,65327,1069.06,1250,348.5,79549483,216.1754575,,,,
572,636,0.11451871,182.2956379,351.7,147758.9552,119.4061441,116.4915,312,65563,1067.98,1250,338.95,79802540,217.3161836,,,,
572,669,0.103727266,169.4433059,351.7,148243.7221,113.7851931,107.101,313,65796,1085.69,1250,332.35,80053440,212.888179,,,,
572,604,0.11344407,177.3468384,351.7,148742.839,112.8772541,76.2145,314,66040,1095.33,1250,345.3,80315147,226.1819391,,,,
572,642,0.13306409,176.0183681,351.7,149219.7129,135.1217842,151.32,315,66281,1063.71,1250,337.7,80573081,197.234761,,,,
572,667,0.1256573,163.0991551,351.7,149697.3081,129.4433054,116.256,316,66520,1087.16,1250,332.65,80829483,213.3178129,,,,
572,641,0.122193225,169.2434341,351.7,150169.2441,130.1658228,110.3245,317,66757,1074.8,1250,337.8,81081545,216.7512231,,,,
572,663,0.08658335,172.8369104,351.7,150644.5627,96.02598253,124.466,318,66986,1072.32,1250,333.45,81329875,208.7771854,,,,
566,566,0.12007878,180.5625241,352.8,151130.6651,119.5928279,107.488,319,67230,1068.57,1250,352.8,81590046,218.916134,,,,
566,619,0.12370201,185.5495651,352.8,151608.2576,115.990121,105.259,320,67478,1074.33,1250,342.35,81856454,222.9675878,,,,
566,624,0.12351388,157.4814335,352.8,152095.0351,129.014135,130.8575,321,67715,1086.09,1250,341.2,82110768,204.5074719,,,,
566,617,0.13022785,188.3479426,352.8,152575.2586,142.4126582,120.7615,322,67952,1062.65,1250,342.65,82359861,214.940622,,,,
566,691,0.12803404,163.2728698,352.8,153045.4777,124.7204918,123.515,323,68196,1071.3,1250,327.85,82621567,213.1652552,,,,
566,639,0.13050306,169.4623368,352.8,153513.6727,134.61625,112.122,324,68436,1078.42,1250,338.2,82876287,215.0787159,,,,
566,616,0.14980784,165.6547189,352.8,153984.1215,157.6269547,169.143,325,68679,1039.79,1250,342.9,83129971,190.871579,,,,
566,604,0.17397131,177.0575757,352.8,154461.0034,178.957582,204.6905,326,68923,1018.43,1250,345.2,83380473,159.7612432,,,,
566,634,0.14746001,166.5559999,352.8,154930.4393,141.0505976,132.879,327,69174,1066.83,1250,339.2,83645988,209.1746372,,,,
566,591,0.1570965,178.2304968,352.8,155407.5961,162.6862348,171.7965,328,69421,1018.1,1250,347.95,83898767,193.5791102,,,,
566,606,0.15184155,189.3975913,352.8,155878.0616,151.1793522,165.2945,329,69668,1019.18,1250,344.8,84156947,196.3859024,,,,
566,580,0.13606864,172.4515871,352.8,156351.8648,143.4035417,156.5735,330,69908,1039.01,1250,350.05,84409147,199.1489223,,,,
528,528,0.154909,184.2047369,360.5,156823.0827,156.725102,149.042,331,70153,1058.43,1250,360.5,84666950,199.4117486,,,,
528,560,0.14983481,173.3011769,360.5,157293.7363,158.183682,164.617,332,70392,1033.39,1250,354.05,84914912,194.6337697,,,,
528,631,0.15406765,178.0371883,360.5,157765.6063,148.8416667,144.924,333,70644,1052.86,1250,339.95,85179339,204.6137391,,,,
528,619,0.15295516,194.0496802,360.5,158237.1637,146.756746,150.364,334,70896,1032.04,1250,342.2,85442172,204.9052564,,,,
528,564,0.14622356,184.3360722,360.5,158704.6115,154.1411157,152.281,335,71138,1027.85,1250,353.3,85692243,203.3741365,,,,
527,527,0.16487616,196.0737984,360.6,159174.5539,162.2665339,171.8915,336,71389,1001.84,1250,360.6,85949399,197.1680906,,,,
527,625,0.13209932,187.827937,360.6,159646.1893,136.3973361,117.7665,337,71633,1065.19,1250,341,86202711,217.0960494,,,,
473,473,0.12531835,200.6356838,371.5,160117.1917,129.8126556,113.7475,338,71874,1054.68,1250,371.5,86455054,220.3659029,,,,
473,621,0.15876935,175.3022016,371.5,160584.9949,158.2881526,151.84,339,72123,1048.91,1250,341.85,86712325,202.2139326,,,,
473,526,0.15547165,183.4567153,371.5,161053.1143,158.1431174,152.5015,340,72370,1051.56,1250,360.9,86966840,199.7940764,,,,
473,607,0.1592681,176.5588681,371.5,161529.6175,158.7755061,173.484,341,72617,1026.31,1250,344.7,87221571,190.4671311,,,,
473,611,0.14718552,193.3106502,371.5,162009.9349,139.521875,115.238,342,72873,1053.45,1250,343.9,87487548,215.2480031,,,,
473,589,0.15505083,192.3607247,371.5,162488.1987,153.2844,149.983,343,73123,1029.54,1250,348.3,87744433,206.5125702,,,,
473,559,0.1599019,188.9577731,371.5,162960.2805,160.0318725,154.8535,344,73374,1035.4,1250,354.3,87998450,203.0414752,,,,
473,591,0.152172,187.6089601,371.5,163453.0594,149.5021912,147.189,345,73625,1036.91,1250,347.85,88258219,207.4015762,,,,
473,631,0.14202999,194.241885,371.5,163924.1769,151.6962656,152.934,346,73866,1012.01,1250,339.85,88505438,209.2009086,,,,
473,481,0.16870625,196.8768082,371.5,164403.1822,159.2787938,185.5845,347,74123,996.32,1250,369.9,88767263,190.4932063,,,,
473,583,0.15876964,179.4535751,371.5,164879.1722,167.1557377,148.867,348,74367,1029.12,1250,349.4,89015076,208.1327855,,,,
473,505,0.17736146,211.7803322,371.5,165348.4,161.6509434,130.843,349,74632,1024.03,1250,365,89282670,217.135737,,,,
473,587,0.13977769,203.5105725,371.5,165824.4494,144.9967347,146.358,350,74877,1021.87,1250,348.65,89532401,211.4954444,,,,
473,585,0.1597982,186.3306427,371.5,166300.2143,156.3588933,167.3885,351,75130,1012.54,1250,349.15,89790762,199.819007,,,,
473,584,0.17855313,185.3449767,371.5,166782.4133,174.644246,197.5235,352,75382,983.86,1250,349.35,90047440,180.9862715,,,,
473,638,0.2023076,184.656757,371.5,167260.4155,192.6061538,205.682,353,75642,975.11,1250,338.45,90304606,175.7814571,,,,
473,622,0.18242897,183.9855744,371.5,167750.6242,182.3169323,175.6795,354,75893,1009.78,1250,336.9,90556972,194.1741712,,,,
473,512,0.1629191,186.8054804,371.5,168223.9864,165.5519841,174.194,355,76145,1007.35,1250,363.6,90810822,193.6006537,,,,
473,531,0.1793002,199.0178223,371.5,168697.8591,169.619112,183.164,356,76404,974.08,1250,359.9,91068080,197.2900255,,,,
473,509,0.21326315,197.3816162,371.5,169177.0576,202.4385932,213.677,357,76667,985.76,1250,364.3,91329049,162.0246894,,,,
473,544,0.20698583,201.6857447,371.5,169646.9428,196.690458,165.2645,358,76929,1002.98,1250,357.2,91585309,204.2403811,,,,
473,551,0.19275342,189.0768373,371.5,170113.6881,195.1405512,178.018,359,77183,1001.64,1250,355.9,91836445,193.730086,,,,
473,569,0.1893768,183.5718116,371.5,170588.6586,180.8496139,198.969,360,77442,991.9,1250,352.2,92095430,173.9516457,,,,
473,586,0.18317252,182.2488398,371.5,171073.1572,185.0663347,163.419,361,77693,1019.98,1250,348.9,92346033,199.3224657,,,,
473,517,0.19343434,194.9173815,371.5,171557.0856,178.0101504,176.71,362,77959,987.12,1250,362.7,92609754,198.915511,,,,
473,487,0.16382158,195.1290801,371.5,172028.0603,167.9666667,152.988,363,78208,1000.11,1250,368.6,92856827,210.942454,,,,
473,530,0.200955,191.5159847,371.5,172502.9577,194.859542,230.009,364,78470,943.74,1250,360.1,93109146,153.9590969,,,,
473,559,0.18835974,201.0635469,371.5,172975.0493,171.9642322,170.209,365,78737,978.01,1250,354.3,93371588,206.4797422,,,,
473,580,0.19655791,204.1929507,371.5,173446.6404,182.1859023,188.903,366,79003,964.17,1250,350.15,93628365,194.4665407,,,,
473,509,0.1961599,207.2223489,371.5,173921.7166,181.8395131,178.9785,367,79270,965.91,1250,364.2,93888972,203.7093303,,,,
473,562,0.21078387,183.0011628,371.5,174411.2733,199.579434,193.438,368,79535,985.12,1250,353.75,94147446,183.8958334,,,,
473,528,0.1955189,204.3901504,371.5,174892.7836,187.6360687,186.3425,369,79797,955.92,1250,360.45,94401112,199.1793021,,,,
473,529,0.20831618,184.4985471,371.5,175365.1853,201.4431034,212.997,370,80058,964.31,1250,360.3,94653575,166.7445879,,,,
473,502,0.2030827,189.9686385,371.5,175837.0549,191.3430451,185.335,371,80324,972.42,1250,365.65,94909141,197.6217205,,,,
473,537,0.23489836,207.6368318,371.5,176320.9109,215.3335766,220.3195,372,80598,955.31,1250,358.6,95168336,162.8375549,,,,
473,520,0.21495315,203.0629683,371.5,176799.9674,206.3230189,210.047,373,80863,941.03,1250,362.1,95417943,180.7595827,,,,
473,527,0.22283538,205.0643945,371.5,177273.6564,194.3902878,197.146,374,81141,957.21,1250,360.7,95684690,190.5349776,,,,
473,571,0.22834197,190.8461524,371.5,177744.767,213.212037,229.8225,375,81411,920.81,1250,351.8,95935779,162.9275577,,,,
473,556,0.21484894,194.9433443,371.5,178221.985,201.8739777,184.428,376,81680,964.95,1250,354.8,96188932,199.1594413,,,,
473,521,0.24487662,201.7255601,371.5,178695.0701,219.865233,222.8465,377,81959,932.28,1250,361.8,96449854,168.7936948,,,,
473,479,0.25474215,194.1760158,371.5,179170.7316,227.5184588,237.038,378,82238,898.93,1250,370.35,96705686,161.5010204,,,,
473,531,0.24122459,192.15434,371.5,179643.1295,225.3136861,204.3135,379,82512,962.64,1250,359.85,96959561,180.9602144,,,,
473,583,0.22030444,195.8227096,371.5,180121.4274,201.3001832,221.968,380,82785,914.08,1250,349.5,97217637,176.3727572,,,,
473,521,0.21345463,193.907684,371.5,180590.8869,193.8985185,178.1745,381,83055,993.01,1250,361.85,97477653,197.3374795,,,,
473,561,0.21418944,199.7261235,371.5,181061.888,206.1375472,220.208,382,83320,938.66,1250,353.9,97728299,167.7135486,,,,
473,549,0.23364963,186.0224513,371.5,181535.4368,206.7619134,218.319,383,83597,922.74,1250,356.3,97988146,178.3495717,,,,
473,525,0.2376422,202.1118688,371.5,182008.6959,217.1179348,209.67,384,83873,938.35,1250,361.15,98245389,181.4693378,,,,
473,572,0.2313866,190.2602891,371.5,182480.0538,218.3501845,228.838,385,84144,900.68,1250,351.65,98495155,171.1219817,,,,
473,574,0.24813339,182.8355819,371.5,182955.9008,219.069395,232.686,386,84425,916.7,1250,351.25,98756424,161.0478831,,,,
473,525,0.22681518,200.2663554,371.5,183431.7083,208.4875458,213.145,387,84698,933.37,1250,361,99009922,177.9572629,,,,
473,578,0.2394783,205.8791808,371.5,183913.3521,218.5790909,199.1875,388,84973,946.77,1250,350.4,99268094,191.5639888,,,,
473,509,0.24757981,176.77944,371.5,184386.9474,223.8700361,243.8175,389,85250,899.64,1250,364.25,99523874,151.5178962,,,,
473,518,0.2459814,183.2177109,371.5,184855.6622,228.2706204,228.517,390,85524,924.52,1250,362.45,99776447,163.7422837,,,,
473,566,0.21530598,203.1953275,371.5,185321.9451,206.7354717,204.622,391,85789,936.17,1250,352.85,100027164,189.4513423,,,,
473,550,0.25142977,208.7978302,371.5,185791.6743,217.3945614,211.0235,392,86074,931.31,1250,356,100292762,187.5141407,,,,
473,548,0.22712184,191.5488645,371.5,186265.9055,207.197048,200.1,393,86345,934.55,1250,356.4,100547062,194.3501511,,,,
436,436,0.23404568,211.0095853,378.85,186739.6341,217.329927,208.786,394,86619,919.57,1250,378.85,100799200,189.8524764,,,,
436,529,0.23827721,194.2433268,378.85,187209.8097,211.7234767,215.597,395,86898,938.7,1250,360.3,101060722,177.1104664,,,,
436,568,0.23021731,200.8191336,378.85,187677.3511,224.6900376,198.2695,396,87164,949.34,1250,352.55,101305968,192.3849528,,,,
436,538,0.22825469,205.8506731,378.85,188148.0798,204.9976534,224.412,397,87441,914.98,1250,358.45,101563471,173.6315625,,,,
436,581,0.23469043,212.7355812,378.85,188618.4365,213.328,215.5695,398,87716,924.45,1250,349.8,101820775,181.61936,,,,
436,507,0.24970935,204.0958833,378.85,189088.2245,215.5498239,238.0825,399,88000,890.52,1250,364.6,102081654,164.0349105,,,,
436,476,0.23467454,198.9782026,378.85,189559.3111,215.4211191,210.8585,400,88277,930.43,1250,370.8,102334767,183.7969056,,,,
436,486,0.22928223,218.4328407,378.85,190029.414,202.856383,188.324,401,88559,945.29,1250,368.9,102594343,201.5290694,,,,
436,511,0.24437727,212.1736138,378.85,190498.5512,220.9631206,222.4505,402,88841,892.24,1250,363.8,102847511,182.3145825,,,,
436,550,0.23434077,197.9125655,378.85,190970.3704,210.8179856,228.1035,403,89119,904.58,1250,356.1,103103037,171.1378109,,,,
436,529,0.2576798,204.3731636,378.85,191437.8303,216.6063574,228.4795,404,89410,898.9,1250,360.25,103368512,173.5949909,,,,
436,462,0.27022052,185.1175572,378.85,191906.4298,236.1324042,244.3855,405,89697,878.5,1250,373.6,103621073,158.4833549,,,,
436,504,0.2466728,204.5654445,378.85,192384.9571,225.4296429,245.037,406,89977,857.33,1250,365.3,103870039,166.1285836,,,,
436,521,0.2681333,204.1087992,378.85,192862.3157,233.1596552,248.6695,407,90267,875.59,1250,361.9,104126538,154.8524179,,,,
436,488,0.24767295,215.5002726,378.85,193342.8438,211.3081034,230.494,408,90557,876.85,1250,368.55,104386935,177.5009174,,,,
436,507,0.2992676,196.4846956,378.85,193816.8966,247.4088525,259.4755,409,90862,845.38,1250,364.75,104646342,147.3788919,,,,
436,492,0.28055474,219.4160969,378.85,194285.5607,238.6079661,221.466,410,91157,870.58,1250,367.75,104902787,192.1625598,,,,
436,521,0.23892626,234.6335688,378.85,194762.2162,215.651259,176.7445,411,91435,931.78,1250,361.9,105155791,217.2570069,,,,
436,508,0.2661135,202.9540665,378.85,195230.87,240.7183099,249.232,412,91719,856.37,1250,364.4,105403487,159.4413669,,,,
436,514,0.2884633,226.6810614,378.85,195707.744,234.7789216,216.859,413,92025,863.58,1250,363.3,105667323,200.6408309,,,,
436,449,0.2826588,199.2294597,378.85,196180.592,234.4685619,266.124,414,92324,830.32,1250,376.25,105925040,142.3426845,,,,
436,474,0.28179455,222.5453212,378.85,196663.8098,238.3419463,207.7445,415,92622,894.2,1250,371.3,106181927,196.7271284,,,,
436,504,0.30219293,173.592897,378.85,197125.4964,249.1757377,279.0215,416,92927,816.81,1250,365.2,106438281,118.6267312,,,,
436,527,0.29942426,192.9794961,378.85,197599.9939,246.1060855,248.4385,417,93231,851.21,1250,360.6,106696041,163.3920498,,,,
436,487,0.27183676,216.968085,378.85,198071.7668,237.6619454,240.4095,418,93524,856.51,1250,368.6,106945327,173.7777154,,,,
